"Date","Close","Open","High","Low","% var."
"11.07.2017","1,1467","1,1399","1,1481","1,1383","0,59"
"10.07.2017","1,1400","1,1391","1,1418","1,1381","-0,01"
"07.07.2017","1,1401","1,1423","1,1440","1,1379","-0,19"
"06.07.2017","1,1423","1,1351","1,1425","1,1329","0,62"
"05.07.2017","1,1353","1,1345","1,1369","1,1312","0,07"
"04.07.2017","1,1345","1,1366","1,1380","1,1338","-0,17"
"03.07.2017","1,1364","1,1422","1,1431","1,1357","-0,54"
"30.06.2017","1,1426","1,1442","1,1448","1,1393","-0,13"
"29.06.2017","1,1441","1,1376","1,1446","1,1373","0,55"
"28.06.2017","1,1378","1,1339","1,1392","1,1292","0,34"
"27.06.2017","1,1339","1,1183","1,1351","1,1178","1,40"
"26.06.2017","1,1182","1,1202","1,1222","1,1173","-0,11"
"23.06.2017","1,1194","1,1152","1,1211","1,1145","0,37"
"22.06.2017","1,1153","1,1168","1,1179","1,1140","-0,13"
"21.06.2017","1,1168","1,1133","1,1171","1,1128","0,31"
"20.06.2017","1,1134","1,1147","1,1166","1,1117","-0,13"
"19.06.2017","1,1149","1,1199","1,1214","1,1141","-0,43"
"16.06.2017","1,1197","1,1143","1,1202","1,1138","0,47"
"15.06.2017","1,1145","1,1219","1,1231","1,1132","-0,65"
"14.06.2017","1,1218","1,1210","1,1296","1,1191","0,02"
"13.06.2017","1,1216","1,1204","1,1225","1,1185","0,12"
"12.06.2017","1,1203","1,1196","1,1235","1,1193","0,07"
"09.06.2017","1,1195","1,1216","1,1240","1,1168","-0,17"
"08.06.2017","1,1214","1,1257","1,1270","1,1195","-0,38"
"07.06.2017","1,1257","1,1277","1,1284","1,1205","-0,18"
"06.06.2017","1,1277","1,1254","1,1286","1,1240","0,20"
"05.06.2017","1,1254","1,1279","1,1286","1,1235","-0,25"
"02.06.2017","1,1282","1,1213","1,1287","1,1205","0,62"
"01.06.2017","1,1213","1,1242","1,1258","1,1203","-0,28"
"31.05.2017","1,1244","1,1187","1,1254","1,1166","0,53"
"30.05.2017","1,1185","1,1166","1,1208","1,1111","0,17"
"29.05.2017","1,1166","1,1178","1,1191","1,1160","-0,15"
"26.05.2017","1,1183","1,1211","1,1235","1,1159","-0,24"
"25.05.2017","1,1210","1,1218","1,1252","1,1193","-0,08"
"24.05.2017","1,1219","1,1184","1,1222","1,1169","0,32"
"23.05.2017","1,1183","1,1237","1,1269","1,1174","-0,49"
"22.05.2017","1,1238","1,1202","1,1265","1,1162","0,28"
"19.05.2017","1,1207","1,1103","1,1214","1,1097","0,94"
"18.05.2017","1,1103","1,1160","1,1173","1,1075","-0,50"
"17.05.2017","1,1159","1,1083","1,1163","1,1079","0,69"
"16.05.2017","1,1082","1,0976","1,1098","1,0972","0,97"
"15.05.2017","1,0975","1,0926","1,0991","1,0922","0,40"
"12.05.2017","1,0931","1,0863","1,0937","1,0857","0,64"
"11.05.2017","1,0861","1,0869","1,0894","1,0838","-0,06"
"10.05.2017","1,0868","1,0874","1,0900","1,0853","-0,05"
"09.05.2017","1,0873","1,0924","1,0934","1,0863","-0,47"
"08.05.2017","1,0924","1,0998","1,1024","1,0917","-0,67"
"05.05.2017","1,0998","1,0991","1,1003","1,0951","0,12"
"04.05.2017","1,0985","1,0884","1,0987","1,0873","0,92"
"03.05.2017","1,0885","1,0930","1,0939","1,0883","-0,41"
"02.05.2017","1,0930","1,0901","1,0936","1,0889","0,28"
"01.05.2017","1,0899","1,0906","1,0924","1,0883","0,02"
"28.04.2017","1,0897","1,0877","1,0949","1,0857","0,22"
"27.04.2017","1,0873","1,0903","1,0933","1,0851","-0,28"
"26.04.2017","1,0903","1,0924","1,0951","1,0856","-0,21"
"25.04.2017","1,0926","1,0868","1,0951","1,0851","0,54"
"24.04.2017","1,0867","1,0890","1,0936","1,0819","1,30"
"21.04.2017","1,0728","1,0719","1,0739","1,0682","0,10"
"20.04.2017","1,0717","1,0711","1,0780","1,0709","0,06"
"19.04.2017","1,0711","1,0730","1,0738","1,0700","-0,21"
"18.04.2017","1,0734","1,0644","1,0737","1,0636","0,85"
"17.04.2017","1,0644","1,0615","1,0673","1,0604","0,30"
"14.04.2017","1,0612","1,0615","1,0633","1,0606","-0,02"
"13.04.2017","1,0614","1,0664","1,0679","1,0609","-0,49"
"12.04.2017","1,0666","1,0606","1,0677","1,0589","0,60"
"11.04.2017","1,0602","1,0595","1,0631","1,0577","0,06"
"10.04.2017","1,0596","1,0593","1,0609","1,0571","0,06"
"07.04.2017","1,0590","1,0644","1,0668","1,0580","-0,51"
"06.04.2017","1,0644","1,0663","1,0686","1,0629","-0,18"
"05.04.2017","1,0663","1,0672","1,0690","1,0633","-0,09"
"04.04.2017","1,0673","1,0669","1,0678","1,0635","0,02"
"03.04.2017","1,0671","1,0661","1,0684","1,0644","0,18"
"31.03.2017","1,0652","1,0675","1,0705","1,0652","-0,22"
"30.03.2017","1,0675","1,0766","1,0772","1,0671","-0,85"
"29.03.2017","1,0767","1,0811","1,0827","1,0739","-0,43"
"28.03.2017","1,0813","1,0864","1,0873","1,0797","-0,48"
"27.03.2017","1,0865","1,0797","1,0905","1,0795","0,61"
"24.03.2017","1,0799","1,0784","1,0820","1,0761","0,15"
"23.03.2017","1,0783","1,0797","1,0807","1,0769","-0,13"
"22.03.2017","1,0797","1,0810","1,0827","1,0776","-0,13"
"21.03.2017","1,0811","1,0740","1,0822","1,0720","0,67"
"20.03.2017","1,0739","1,0740","1,0779","1,0725","0,01"
"17.03.2017","1,0738","1,0765","1,0784","1,0728","-0,26"
"16.03.2017","1,0766","1,0734","1,0772","1,0706","0,29"
"15.03.2017","1,0735","1,0605","1,0743","1,0604","1,24"
"14.03.2017","1,0604","1,0655","1,0664","1,0599","-0,47"
"13.03.2017","1,0654","1,0671","1,0715","1,0650","-0,17"
"10.03.2017","1,0672","1,0577","1,0702","1,0572","0,90"
"09.03.2017","1,0577","1,0541","1,0617","1,0525","0,34"
"08.03.2017","1,0541","1,0566","1,0576","1,0535","-0,24"
"07.03.2017","1,0566","1,0583","1,0603","1,0557","-0,14"
"06.03.2017","1,0581","1,0617","1,0644","1,0575","-0,40"
"03.03.2017","1,0623","1,0508","1,0626","1,0502","1,10"
"02.03.2017","1,0507","1,0547","1,0551","1,0492","-0,38"
"01.03.2017","1,0547","1,0574","1,0589","1,0514","-0,28"
"28.02.2017","1,0577","1,0587","1,0632","1,0570","-0,09"
"27.02.2017","1,0587","1,0562","1,0633","1,0551","0,23"
"24.02.2017","1,0563","1,0583","1,0620","1,0557","-0,17"
"23.02.2017","1,0581","1,0558","1,0598","1,0539","0,24"
"22.02.2017","1,0556","1,0534","1,0574","1,0493","0,18"
"21.02.2017","1,0537","1,0611","1,0618","1,0526","-0,73"
"20.02.2017","1,0614","1,0618","1,0637","1,0606","0,00"
"17.02.2017","1,0614","1,0675","1,0679","1,0605","-0,56"
"16.02.2017","1,0674","1,0600","1,0682","1,0588","0,69"
"15.02.2017","1,0601","1,0577","1,0611","1,0523","0,23"
"14.02.2017","1,0577","1,0596","1,0633","1,0560","-0,20"
"13.02.2017","1,0598","1,0633","1,0659","1,0591","-0,40"
"10.02.2017","1,0641","1,0658","1,0670","1,0609","-0,14"
"09.02.2017","1,0656","1,0699","1,0711","1,0650","-0,40"
"08.02.2017","1,0699","1,0682","1,0715","1,0640","0,17"
"07.02.2017","1,0681","1,0750","1,0751","1,0654","-0,64"
"06.02.2017","1,0750","1,0781","1,0801","1,0703","-0,32"
"03.02.2017","1,0784","1,0759","1,0800","1,0714","0,24"
"02.02.2017","1,0758","1,0766","1,0829","1,0753","-0,10"
"01.02.2017","1,0769","1,0798","1,0810","1,0731","-0,27"
"31.01.2017","1,0798","1,0695","1,0814","1,0684","0,96"
"30.01.2017","1,0695","1,0692","1,0743","1,0620","-0,04"
"27.01.2017","1,0699","1,0685","1,0729","1,0661","0,16"
"26.01.2017","1,0682","1,0746","1,0767","1,0657","-0,61"
"25.01.2017","1,0748","1,0734","1,0773","1,0713","0,16"
"24.01.2017","1,0731","1,0763","1,0775","1,0718","-0,32"
"23.01.2017","1,0765","1,0687","1,0773","1,0686","0,58"
"20.01.2017","1,0703","1,0667","1,0713","1,0627","0,37"
"19.01.2017","1,0664","1,0629","1,0677","1,0588","0,31"
"18.01.2017","1,0631","1,0713","1,0715","1,0625","-0,77"
"17.01.2017","1,0713","1,0600","1,0720","1,0595","1,04"
"16.01.2017","1,0603","1,0618","1,0638","1,0580","-0,39"
"13.01.2017","1,0644","1,0612","1,0674","1,0598","0,29"
"12.01.2017","1,0613","1,0583","1,0687","1,0573","0,29"
"11.01.2017","1,0582","1,0556","1,0624","1,0454","0,27"
"10.01.2017","1,0554","1,0573","1,0628","1,0551","-0,19"
"09.01.2017","1,0574","1,0539","1,0584","1,0510","0,39"
"06.01.2017","1,0533","1,0606","1,0624","1,0523","-0,70"
"05.01.2017","1,0607","1,0493","1,0619","1,0482","1,13"
"04.01.2017","1,0488","1,0405","1,0501","1,0389","0,79"
"03.01.2017","1,0406","1,0455","1,0492","1,0341","-0,51"
"02.01.2017","1,0459","1,0532","1,0534","1,0448","-0,54"
"30.12.2016","1,0516","1,0492","1,0654","1,0482","0,23"
"29.12.2016","1,0492","1,0417","1,0494","1,0406","0,77"
"28.12.2016","1,0412","1,0459","1,0484","1,0373","-0,43"
"27.12.2016","1,0457","1,0453","1,0465","1,0431","0,01"
"26.12.2016","1,0456","1,0454","1,0473","1,0439","-0,01"
"23.12.2016","1,0457","1,0438","1,0469","1,0427","0,19"
"22.12.2016","1,0437","1,0423","1,0501","1,0421","0,12"
"21.12.2016","1,0425","1,0389","1,0452","1,0381","0,37"
"20.12.2016","1,0387","1,0405","1,0419","1,0352","-0,14"
"19.12.2016","1,0402","1,0442","1,0480","1,0391","-0,47"
"16.12.2016","1,0451","1,0419","1,0477","1,0402","0,36"
"15.12.2016","1,0414","1,0536","1,0544","1,0366","-1,17"
"14.12.2016","1,0537","1,0627","1,0671","1,0495","-0,85"
"13.12.2016","1,0627","1,0635","1,0668","1,0603","-0,08"
"12.12.2016","1,0635","1,0551","1,0652","1,0524","0,69"
"09.12.2016","1,0562","1,0618","1,0632","1,0531","-0,50"
"08.12.2016","1,0615","1,0753","1,0873","1,0596","-1,28"
"07.12.2016","1,0753","1,0721","1,0770","1,0709","0,32"
"06.12.2016","1,0719","1,0764","1,0787","1,0698","-0,42"
"05.12.2016","1,0764","1,0674","1,0798","1,0505","0,85"
"02.12.2016","1,0673","1,0663","1,0692","1,0625","0,10"
"01.12.2016","1,0662","1,0590","1,0670","1,0584","0,70"
"30.11.2016","1,0588","1,0649","1,0669","1,0554","-0,58"
"29.11.2016","1,0650","1,0615","1,0657","1,0565","0,33"
"28.11.2016","1,0615","1,0595","1,0686","1,0563","0,26"
"25.11.2016","1,0587","1,0551","1,0631","1,0538","0,31"
"24.11.2016","1,0554","1,0554","1,0587","1,0517","-0,06"
"23.11.2016","1,0560","1,0629","1,0646","1,0526","-0,62"
"22.11.2016","1,0626","1,0627","1,0660","1,0583","-0,03"
"21.11.2016","1,0629","1,0583","1,0652","1,0579","0,39"
"18.11.2016","1,0588","1,0625","1,0645","1,0570","-0,36"
"17.11.2016","1,0626","1,0690","1,0746","1,0617","-0,60"
"16.11.2016","1,0690","1,0724","1,0764","1,0667","-0,30"
"15.11.2016","1,0722","1,0736","1,0817","1,0711","-0,14"
"14.11.2016","1,0737","1,0850","1,0852","1,0709","-1,10"
"11.11.2016","1,0856","1,0897","1,0929","1,0833","-0,34"
"10.11.2016","1,0893","1,0911","1,0958","1,0866","-0,15"
"09.11.2016","1,0909","1,1023","1,1300","1,0903","-1,06"
"08.11.2016","1,1026","1,1042","1,1070","1,1008","-0,13"
"07.11.2016","1,1040","1,1137","1,1139","1,1029","-0,88"
"04.11.2016","1,1138","1,1105","1,1146","1,1080","0,30"
"03.11.2016","1,1105","1,1098","1,1128","1,1059","0,07"
"02.11.2016","1,1097","1,1056","1,1126","1,1051","0,37"
"01.11.2016","1,1056","1,0981","1,1071","1,0958","0,68"
"31.10.2016","1,0981","1,0986","1,0994","1,0936","-0,05"
"28.10.2016","1,0987","1,0899","1,0995","1,0893","0,83"
"27.10.2016","1,0897","1,0909","1,0945","1,0884","-0,11"
"26.10.2016","1,0909","1,0889","1,0947","1,0872","0,19"
"25.10.2016","1,0888","1,0882","1,0906","1,0850","0,05"
"24.10.2016","1,0883","1,0879","1,0903","1,0861","-0,01"
"21.10.2016","1,0884","1,0929","1,0933","1,0859","-0,42"
"20.10.2016","1,0930","1,0974","1,1041","1,0916","-0,40"
"19.10.2016","1,0974","1,0981","1,1006","1,0955","-0,06"
"18.10.2016","1,0981","1,1000","1,1029","1,0970","-0,16"
"17.10.2016","1,0999","1,0975","1,1011","1,0965","0,26"
"14.10.2016","1,0971","1,1056","1,1062","1,0968","-0,77"
"13.10.2016","1,1056","1,1004","1,1058","1,0983","0,44"
"12.10.2016","1,1008","1,1053","1,1072","1,1003","-0,42"
"11.10.2016","1,1054","1,1136","1,1144","1,1047","-0,75"
"10.10.2016","1,1138","1,1196","1,1202","1,1128","-0,56"
"07.10.2016","1,1201","1,1151","1,1207","1,1103","0,45"
"06.10.2016","1,1151","1,1205","1,1214","1,1139","-0,49"
"05.10.2016","1,1206","1,1206","1,1237","1,1191","0,02"
"04.10.2016","1,1204","1,1210","1,1240","1,1138","-0,06"
"03.10.2016","1,1211","1,1235","1,1245","1,1205","-0,27"
"30.09.2016","1,1241","1,1225","1,1253","1,1153","0,16"
"29.09.2016","1,1223","1,1217","1,1251","1,1197","0,06"
"28.09.2016","1,1216","1,1214","1,1238","1,1181","0,01"
"27.09.2016","1,1215","1,1253","1,1262","1,1190","-0,35"
"26.09.2016","1,1254","1,1221","1,1279","1,1220","0,25"
"23.09.2016","1,1226","1,1209","1,1244","1,1195","0,16"
"22.09.2016","1,1208","1,1193","1,1258","1,1181","0,17"
"21.09.2016","1,1189","1,1152","1,1200","1,1123","0,30"
"20.09.2016","1,1155","1,1178","1,1216","1,1147","-0,17"
"19.09.2016","1,1174","1,1161","1,1198","1,1147","0,17"
"16.09.2016","1,1155","1,1244","1,1256","1,1147","-0,79"
"15.09.2016","1,1244","1,1249","1,1286","1,1220","-0,05"
"14.09.2016","1,1250","1,1216","1,1274","1,1208","0,27"
"13.09.2016","1,1220","1,1236","1,1262","1,1203","-0,12"
"12.09.2016","1,1234","1,1232","1,1269","1,1211","0,01"
"09.09.2016","1,1233","1,1262","1,1288","1,1200","-0,25"
"08.09.2016","1,1261","1,1240","1,1329","1,1234","0,20"
"07.09.2016","1,1239","1,1255","1,1271","1,1228","-0,15"
"06.09.2016","1,1256","1,1147","1,1267","1,1140","0,98"
"05.09.2016","1,1147","1,1153","1,1185","1,1140","-0,08"
"02.09.2016","1,1156","1,1197","1,1254","1,1151","-0,38"
"01.09.2016","1,1198","1,1157","1,1207","1,1128","0,36"
"31.08.2016","1,1158","1,1143","1,1167","1,1123","0,13"
"30.08.2016","1,1143","1,1189","1,1198","1,1130","-0,41"
"29.08.2016","1,1189","1,1192","1,1208","1,1157","-0,08"
"26.08.2016","1,1198","1,1284","1,1343","1,1180","-0,75"
"25.08.2016","1,1283","1,1266","1,1301","1,1258","0,18"
"24.08.2016","1,1263","1,1305","1,1315","1,1244","-0,38"
"23.08.2016","1,1306","1,1321","1,1357","1,1302","-0,11"
"22.08.2016","1,1319","1,1306","1,1334","1,1273","-0,06"
"19.08.2016","1,1326","1,1351","1,1363","1,1303","-0,25"
"18.08.2016","1,1354","1,1293","1,1367","1,1283","0,58"
"17.08.2016","1,1288","1,1279","1,1317","1,1241","0,09"
"16.08.2016","1,1278","1,1182","1,1324","1,1175","0,84"
"15.08.2016","1,1184","1,1162","1,1203","1,1153","0,21"
"12.08.2016","1,1161","1,1139","1,1224","1,1130","0,22"
"11.08.2016","1,1137","1,1175","1,1194","1,1133","-0,35"
"10.08.2016","1,1176","1,1117","1,1193","1,1103","0,51"
"09.08.2016","1,1119","1,1090","1,1125","1,1070","0,24"
"08.08.2016","1,1092","1,1088","1,1107","1,1073","0,05"
"05.08.2016","1,1086","1,1128","1,1162","1,1044","-0,40"
"04.08.2016","1,1130","1,1149","1,1158","1,1114","-0,17"
"03.08.2016","1,1149","1,1224","1,1233","1,1139","-0,69"
"02.08.2016","1,1227","1,1162","1,1235","1,1155","0,58"
"01.08.2016","1,1162","1,1177","1,1187","1,1157","-0,11"
"29.07.2016","1,1174","1,1079","1,1200","1,1071","0,89"
"28.07.2016","1,1075","1,1058","1,1119","1,1048","0,15"
"27.07.2016","1,1058","1,0986","1,1068","1,0963","0,65"
"26.07.2016","1,0987","1,0997","1,1031","1,0978","-0,06"
"25.07.2016","1,0994","1,0972","1,1002","1,0954","0,16"
"22.07.2016","1,0976","1,1030","1,1043","1,0954","-0,44"
"21.07.2016","1,1025","1,1013","1,1060","1,0981","0,09"
"20.07.2016","1,1015","1,1020","1,1032","1,0981","-0,06"
"19.07.2016","1,1022","1,1073","1,1086","1,0999","-0,47"
"18.07.2016","1,1074","1,1043","1,1086","1,1038","0,34"
"15.07.2016","1,1036","1,1118","1,1150","1,1023","-0,76"
"14.07.2016","1,1120","1,1089","1,1166","1,1085","0,27"
"13.07.2016","1,1090","1,1061","1,1121","1,1043","0,28"
"12.07.2016","1,1059","1,1058","1,1128","1,1051","0,01"
"11.07.2016","1,1058","1,1052","1,1076","1,1016","0,04"
"08.07.2016","1,1054","1,1063","1,1115","1,1002","-0,08"
"07.07.2016","1,1063","1,1101","1,1113","1,1053","-0,32"
"06.07.2016","1,1099","1,1075","1,1111","1,1029","0,21"
"05.07.2016","1,1076","1,1154","1,1184","1,1059","-0,72"
"04.07.2016","1,1156","1,1142","1,1166","1,1097","0,18"
"01.07.2016","1,1136","1,1104","1,1169","1,1070","0,28"
"30.06.2016","1,1105","1,1124","1,1157","1,1023","-0,18"
"29.06.2016","1,1125","1,1065","1,1131","1,1048","0,52"
"28.06.2016","1,1067","1,1025","1,1111","1,1008","0,37"
"27.06.2016","1,1026","1,1072","1,1087","1,0972","-0,82"
"24.06.2016","1,1117","1,1392","1,1434","1,0911","-2,39"
"23.06.2016","1,1389","1,1298","1,1424","1,1296","0,81"
"22.06.2016","1,1297","1,1242","1,1339","1,1236","0,49"
"21.06.2016","1,1242","1,1312","1,1351","1,1241","-0,64"
"20.06.2016","1,1314","1,1285","1,1386","1,1284","0,33"
"17.06.2016","1,1277","1,1226","1,1299","1,1221","0,45"
"16.06.2016","1,1226","1,1260","1,1298","1,1132","-0,29"
"15.06.2016","1,1259","1,1205","1,1299","1,1190","0,46"
"14.06.2016","1,1208","1,1293","1,1304","1,1188","-0,74"
"13.06.2016","1,1292","1,1253","1,1304","1,1233","0,36"
"10.06.2016","1,1251","1,1317","1,1329","1,1245","-0,57"
"09.06.2016","1,1316","1,1399","1,1417","1,1305","-0,68"
"08.06.2016","1,1394","1,1358","1,1412","1,1349","0,32"
"07.06.2016","1,1358","1,1355","1,1382","1,1338","0,03"
"06.06.2016","1,1355","1,1353","1,1395","1,1328","-0,11"
"03.06.2016","1,1367","1,1152","1,1377","1,1136","1,94"
"02.06.2016","1,1151","1,1189","1,1221","1,1142","-0,33"
"01.06.2016","1,1188","1,1133","1,1198","1,1114","0,50"
"31.05.2016","1,1132","1,1138","1,1176","1,1123","-0,13"
"30.05.2016","1,1147","1,1117","1,1149","1,1098","0,29"
"27.05.2016","1,1115","1,1193","1,1201","1,1107","-0,71"
"26.05.2016","1,1194","1,1154","1,1218","1,1144","0,35"
"25.05.2016","1,1155","1,1141","1,1169","1,1128","0,13"
"24.05.2016","1,1141","1,1219","1,1228","1,1130","-0,70"
"23.05.2016","1,1219","1,1218","1,1246","1,1187","-0,04"
"20.05.2016","1,1224","1,1204","1,1239","1,1194","0,19"
"19.05.2016","1,1203","1,1216","1,1230","1,1179","-0,12"
"18.05.2016","1,1217","1,1313","1,1327","1,1212","-0,86"
"17.05.2016","1,1314","1,1321","1,1350","1,1303","-0,05"
"16.05.2016","1,1320","1,1311","1,1346","1,1302","0,11"
"13.05.2016","1,1308","1,1378","1,1383","1,1284","-0,61"
"12.05.2016","1,1377","1,1426","1,1434","1,1368","-0,44"
"11.05.2016","1,1427","1,1373","1,1448","1,1368","0,48"
"10.05.2016","1,1372","1,1385","1,1413","1,1361","-0,10"
"09.05.2016","1,1383","1,1401","1,1422","1,1375","-0,19"
"06.05.2016","1,1405","1,1408","1,1479","1,1387","0,00"
"05.05.2016","1,1405","1,1486","1,1496","1,1385","-0,71"
"04.05.2016","1,1487","1,1496","1,1530","1,1467","-0,09"
"03.05.2016","1,1497","1,1533","1,1616","1,1495","-0,30"
"02.05.2016","1,1532","1,1447","1,1539","1,1446","0,66"
"29.04.2016","1,1456","1,1354","1,1461","1,1335","0,91"
"28.04.2016","1,1353","1,1320","1,1370","1,1296","0,28"
"27.04.2016","1,1321","1,1298","1,1364","1,1274","0,20"
"26.04.2016","1,1298","1,1265","1,1338","1,1254","0,28"
"25.04.2016","1,1266","1,1231","1,1280","1,1216","0,29"
"22.04.2016","1,1233","1,1290","1,1311","1,1220","-0,49"
"21.04.2016","1,1288","1,1297","1,1396","1,1272","-0,08"
"20.04.2016","1,1297","1,1356","1,1388","1,1288","-0,54"
"19.04.2016","1,1358","1,1314","1,1387","1,1302","0,39"
"18.04.2016","1,1314","1,1297","1,1334","1,1274","0,27"
"15.04.2016","1,1283","1,1271","1,1320","1,1246","0,13"
"14.04.2016","1,1268","1,1274","1,1296","1,1234","-0,05"
"13.04.2016","1,1274","1,1385","1,1393","1,1266","-0,98"
"12.04.2016","1,1386","1,1408","1,1466","1,1347","-0,19"
"11.04.2016","1,1408","1,1407","1,1448","1,1373","0,06"
"08.04.2016","1,1401","1,1379","1,1421","1,1350","0,21"
"07.04.2016","1,1377","1,1398","1,1455","1,1337","-0,19"
"06.04.2016","1,1399","1,1384","1,1434","1,1327","0,13"
"05.04.2016","1,1384","1,1389","1,1406","1,1336","-0,07"
"04.04.2016","1,1392","1,1393","1,1414","1,1357","0,04"
"01.04.2016","1,1387","1,1380","1,1439","1,1334","0,06"
"31.03.2016","1,1380","1,1338","1,1413","1,1309","0,37"
"30.03.2016","1,1338","1,1290","1,1366","1,1281","0,42"
"29.03.2016","1,1291","1,1198","1,1305","1,1168","0,85"
"28.03.2016","1,1196","1,1164","1,1221","1,1154","0,27"
"25.03.2016","1,1166","1,1176","1,1189","1,1153","-0,07"
"24.03.2016","1,1174","1,1179","1,1188","1,1143","-0,09"
"23.03.2016","1,1184","1,1218","1,1224","1,1158","-0,29"
"22.03.2016","1,1217","1,1245","1,1263","1,1190","-0,21"
"21.03.2016","1,1241","1,1270","1,1286","1,1235","-0,26"
"18.03.2016","1,1270","1,1319","1,1339","1,1257","-0,43"
"17.03.2016","1,1319","1,1224","1,1344","1,1205","0,84"
"16.03.2016","1,1225","1,1110","1,1245","1,1058","1,04"
"15.03.2016","1,1109","1,1100","1,1125","1,1071","0,03"
"14.03.2016","1,1106","1,1151","1,1177","1,1076","-0,42"
"11.03.2016","1,1153","1,1177","1,1212","1,1081","-0,21"
"10.03.2016","1,1177","1,0998","1,1218","1,0821","1,62"
"09.03.2016","1,0999","1,1012","1,1037","1,0946","-0,11"
"08.03.2016","1,1011","1,1014","1,1059","1,0992","-0,03"
"07.03.2016","1,1014","1,1008","1,1027","1,0940","0,09"
"04.03.2016","1,1004","1,0958","1,1045","1,0903","0,43"
"03.03.2016","1,0957","1,0867","1,0974","1,0853","0,82"
"02.03.2016","1,0868","1,0868","1,0881","1,0825","0,01"
"01.03.2016","1,0867","1,0873","1,0896","1,0835","-0,06"
"29.02.2016","1,0873","1,0932","1,0964","1,0858","-0,56"
"26.02.2016","1,0934","1,1020","1,1071","1,0913","-0,81"
"25.02.2016","1,1023","1,1014","1,1052","1,0987","0,09"
"24.02.2016","1,1013","1,1019","1,1047","1,0957","-0,06"
"23.02.2016","1,1020","1,1031","1,1055","1,0991","-0,08"
"22.02.2016","1,1029","1,1128","1,1137","1,1003","-0,94"
"19.02.2016","1,1134","1,1107","1,1140","1,1067","0,24"
"18.02.2016","1,1107","1,1130","1,1153","1,1072","-0,19"
"17.02.2016","1,1128","1,1143","1,1180","1,1104","-0,14"
"16.02.2016","1,1144","1,1155","1,1196","1,1123","-0,10"
"15.02.2016","1,1155","1,1251","1,1253","1,1127","-0,93"
"12.02.2016","1,1260","1,1328","1,1335","1,1215","-0,57"
"11.02.2016","1,1324","1,1292","1,1378","1,1274","0,30"
"10.02.2016","1,1290","1,1292","1,1311","1,1159","-0,03"
"09.02.2016","1,1293","1,1197","1,1339","1,1163","0,85"
"08.02.2016","1,1198","1,1159","1,1218","1,1087","0,35"
"05.02.2016","1,1159","1,1209","1,1246","1,1110","-0,44"
